prolificid,age,gender,lifesat_2,po_spectrum_scale_1,po_engaged_1,traits_1,traits_2,traits_3,traits_4,traits_5,traits_6,traits_7,traits_8,traits_9,traits_10,traits_11,traits_12,traits_13,traits_14,traits_15,traits_16,traits_17,traits_18,traits_19,traits_20,change_traits_5,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9,values_10,values_11,values_12,values_13,values_14,values_15,values_16,values_17,values_18,values_19,values_20,values_21,values_22,values_23,values_24,values_25,values_26,values_27,values_28,change_values_4,goals_1,goals_2,goals_3,goals_4,goals_5,goal_importance_1,goal_importance_2,goal_importance_3,goal_importance_4,goal_importance_5,goal_length_1,goal_length_2,goal_length_3,goal_length_4,goal_length_5,goal_likelihood_6mo_1,goal_likelihood_6mo_2,goal_likelihood_6mo_3,goal_likelihood_6mo_4,goal_likelihood_6mo_5,goal_likelihood_5yr_1,goal_likelihood_5yr_2,goal_likelihood_5yr_3,goal_likelihood_5yr_4,goal_likelihood_5yr_5,goal_likelihood_ever_1,goal_likelihood_ever_2,goal_likelihood_ever_3,goal_likelihood_ever_4,goal_likelihood_ever_5,change_goals_4,events_unrelated_1,events_unrelated_2,events_unrelated_3,unrelated_valence_1,unrelated_valence_2,unrelated_valence_3,unrelated_importance_1,unrelated_importance_2,unrelated_importance_3,unrelated_mem_1,unrelated_mem_2,unrelated_mem_3,events_related_1,events_related_2,events_related_3,related_valence_1,related_valence_2,related_valence_3,related_importance_1,related_importance_2,related_importance_3,related_mem_1,related_mem_2,related_mem_3
5dd3d082ed36493b905e87dc,67,2,7,22,7,1,6,3,6,6,5,6,2,7,5,3,1,3,3,2,2,2,2,1,1,1,4,1,6,2,1,1,2,6,6,6,6,6,6,7,1,1,1,5,1,1,1,1,1,1,6,1,1,1,1,Having enough money to live on throughout my life,Set up new accounting system for SPI,Complete tracking for grants for Sierra Roots,Prepare for kids' visit next week,Lose weight before doctor's appointment,7,5,6,6,4,15 years,2 months,2 months,2 months,1 month,5,7,7,7,4,5,7,7,7,5,6,7,7,7,4,1,remodeled downstairs bathroom,friends visited from Marquette,dental work,87,60,57,5,2,6,5,3,6,voted,watched news on CNN website,researched who to vote for,56,55,56,6,4,5,5,2,2
590fbd5b4e83da0001b6fbbc,41,1,8,0,5,7,7,7,7,7,7,7,1,7,7,1,1,1,1,2,1,4,2,1,2,2,1,1,1,6,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,3,Pay off debt,Meditate longer,Learn spanish,Travel more,Get in shape,7,7,6,5,6,3yrs,2yrs,2yrs,5yrs,5yrs,3,6,5,6,6,6,6,6,6,6,7,7,6,6,6,2,I became isolated during covid,I lost contact with family,I raised snails from babies and sold them,41,18,78,5,5,3,5,5,5,I looked for voting sites.,I saw protest on tv,I watched debates. ,77,32,35,5,2,3,6,3,3
5e175705cfe8dc000b559793,42,1,9,50,6,6,5,6,6,5,6,6,7,7,7,6,1,1,2,3,2,2,2,2,3,1,1,1,3,1,1,1,5,2,3,1,1,1,1,1,4,3,1,2,1,6,3,4,5,1,3,1,1,1,1,save for kids college ,grow 401K,stay healthy,travel,visit family more,6,6,7,3,5,12 years,22 years,forever,forever,10 years,1,1,1,2,5,4,4,6,6,7,6,7,3,7,7,1,ran 5K,visited my grandmother,took kids to a lake,91,100,100,2,7,6,7,7,7,mask mandate,kids attending school online,presidential debate,68,56,0,4,5,6,7,7,7
5df58b28ecb3ea3ed1ceea37,25,2,8,43,7,1,6,4,7,7,7,7,7,7,5,1,1,2,1,1,5,1,1,1,1,1,3,3,1,5,1,1,6,7,2,6,6,5,6,6,1,1,3,2,3,6,2,1,5,3,2,1,1,1,1,To earn my LPC,To be married in 5 years,To build a house in 10 years,To have kids within 10 years,To move back to Pennsylvania by 2025,6,5,6,7,6,for 5 years,for 5 years,for a few months,for my whole life,for the past 3 months,1,1,1,1,1,6,4,1,1,5,7,7,7,7,7,1,Working from home,Beginning a diet,Getting serious about working out,86,90,96,6,7,7,7,2,5,voting for the election,watching the VP debate,watching the presidential debate,82,33,12,7,6,5,6,6,6
5c6fb7c3c114eb00018b3154,28,1,2,48,3,7,5,7,6,5,4,4,2,4,5,4,3,2,1,3,2,2,3,1,2,2,1,4,4,1,1,3,1,1,1,1,1,1,1,1,7,4,1,1,3,6,2,1,1,1,1,2,1,1,1,exercise at least 4 times a week,stay sane,take better care of my car,reduce alcohol consumption,be prepared for any and everything,5,7,5,6,7,3 months,forever,1 week,2 weeks,15 years,6,6,4,5,5,3,3,4,5,5,7,7,5,6,6,3,I bought a new engine for my car,I put my car in the shop,I took my dog for a walk,14,39,72,5,3,2,7,7,3,talked to my mom about it ,watched news about it,received mail bout it,50,50,50,1,1,1,5,3,2
5c261a30b15f050001cefdb4,73,2,10,15,8,4,7,5,7,7,6,6,5,7,6,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,7,1,1,4,1,1,1,1,4,6,7,4,1,6,4,2,4,1,7,4,1,7,1,Increse Net Worth annually,Maintain my weight,Meet my obligations,Help when I can,Learn new things,5,7,7,6,7,25 years,1 year,60 years,20 years,50 years,4,7,7,7,7,4,7,7,7,,4,7,7,7,7,1,Learning to tat,Taking up knitting again,Helping my sister,87,73,100,1,1,6,7,7,7,Received my Vote by Mail Ballot,Watched all the news about Trump's Covid diagnosis,Discussed what is happening with my SO,100,0,50,7,4,4,7,7,7
5c9d2bed010c73001706aeaa,69,1,9,65,7,3,5,4,7,7,4,3,5,7,6,1,1,3,1,5,5,1,4,1,1,1,2,4,4,1,7,2,6,1,1,1,1,1,1,1,6,7,2,3,7,7,7,1,2,4,7,4,6,2,1,staying in decent health,wintering in Texas or Florida,,,,7,6,,,,life long,since retirement,,,,7,7,,,,6,7,,,,6,7,,,,1,Trip to Vincennes,Week in Batesville RV park,Made profit in stock trades,100,95,100,5,6,7,7,7,7,no events,,,50,,,4,,,4,,
5995be89f9db7d0001895993,62,2,9,75,8,4,4,2,6,6,6,6,5,7,6,1,1,4,3,2,2,1,1,1,1,1,7,1,1,1,1,1,2,1,1,1,1,1,1,1,7,6,1,4,5,6,5,1,1,7,7,6,7,1,1,Retirement ,Visit as many National Parks as possible,Continue my hospice volunteering as long as possible,Spend time in Sedona AZ,"Visit France, Italy, Greece",7,6,7,7,6,10 years,20 years,5 years,5 years,5 years,7,4,6,4,4,7,7,7,7,7,7,6,7,7,7,1,my aunt died,my dad was diagnosed with dementia,my neice had a baby,0,0,100,7,7,7,7,7,7,Town Meeting,"Facebook, Twitter censored unfo about Joe Biden's son",Trump diagnosed with Covid,50,20,50,4,7,7,2,7,7
5df2f2ed4c81b2201c6c782e,71,2,7,5,9,5,6,6,6,6,7,7,2,6,5,3,2,4,5,3,6,3,6,2,2,5,7,1,1,3,3,7,7,1,1,1,7,1,1,1,1,7,1,6,3,7,2,3,3,4,7,6,7,4,1,Improving health through exercise,Improving health through diet,Repairing damage to my home,STarting a business,Moving out of state,6,6,7,7,5,About two months.,About six months,About six months.,About one year,About three months,5,6,6,6,1,7,7,7,7,5,6,6,7,7,6,2,Tree-trimming project,Getting better sleep,Noticing more self-acceptance,100,100,100,7,7,7,7,7,7,Letter-writing campaign,Text-banking & really not liking negativity received,Noticing family members reactions to election,100,70,100,7,7,7,7,7,7
578ba9442fc0d400012c71dc,23,1,4,0,10,5,7,6,5,4,6,5,3,6,6,4,2,1,1,3,2,1,3,3,1,2,7,1,1,7,1,1,7,1,1,3,1,3,1,1,5,2,4,7,2,6,1,1,1,1,7,1,7,7,1,I'd like to move out of my parents' house into a place of my own.,I want to graduate university with my bachelor's degree in business in 2022.,I'd like to be the owner or leader of a successful company. ,"I want to improve my personality and work on all my flaws, becoming the best possible person I can be.",I'd love to help my friends and family achieve their own goals and make them all happy.,7,5,4,6,4,Since mid-February 2020,"Since the day I began my first semester in university, August 24th 2020","Since mid 2019, around June",Since May 2020,Since 2017,3,1,1,5,4,6,7,3,7,6,7,7,4,7,7,1,Celebrating birthdays in the family such as my mother's and my grandfather's.,Praise from my university professors about the quality of my work in their classes.,Being hit and threatened by my father.,100,100,0,7,5,1,5,3,7,Watching the presidential and vice presidental debates live.,Researching the goals of Joe Biden and Kamala Harris.,Following news coverage of the Biden and Trump campaigns.,33,92,70,6,4,7,6,7,5
5df11e6cdc85350234932daa,37,2,9,0,8,5,6,6,7,7,7,7,6,7,6,1,1,1,2,2,2,1,2,1,1,1,5,1,1,1,1,1,3,1,1,1,6,1,1,1,1,2,7,1,4,7,2,1,2,1,4,1,1,1,1,paying off student loans,continue saving for retirement,losing weight,purchasing a new home,paying off credit card debt,7,7,7,7,7,16 years,10 years,1 years,2 years,5 years,1,1,4,1,1,7,5,7,7,7,7,7,7,7,7,1,Children began virtual schooling for the year.,Celebrated my 12 year wedding anniversary.,Celebrated my birthday.,50,100,100,7,7,7,7,7,7,Watched the Presidential debate.,Watched the Vice Presidential debate.,Attended a virtual event encourage people to vote.,0,10,90,7,7,7,1,1,6
5a8b61fcf1408d000176b02f,62,2,10,79,8,1,4,4,7,7,7,7,2,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,1,7,7,1,7,1,1,1,7,7,1,4,7,7,7,7,7,7,1,1,1,1,1,going on my cruise,visiting my new grandson,going to the grocery,getting the halloween decorations out,finish my painting,7,7,2,4,7,2 years,6 months,7 days,2 weeks,month,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,went to the store,went to lunch with a friend,did some Christmas shopping,100,100,100,2,4,5,1,6,4,watch a debate,watched a rally, watched a news conference,100,100,100,7,7,7,6,5,4
5e1ce181e37cd906f01b3226,65,2,9,93,3,7,7,7,6,7,7,7,5,6,6,6,6,1,5,7,4,1,6,1,4,5,1,1,4,1,6,5,6,1,1,1,1,1,1,1,4,7,7,1,1,6,7,1,1,5,1,3,1,7,2,Getting out of debt,Losing weight,Being more organized,,,7,7,7,,,10 years,15 years,5 years,,,2,2,7,,,7,6,6,,,7,7,7,,,6,Planning a wedding,Went visiting,Went pumpkin picking,100,100,100,7,7,7,7,7,7,Watched recent debates,Mailed my ballot,,84,100,,5,7,,6,7,
597d572d99bd880001772d8e,50,1,8,10,9,6,6,3,6,6,7,7,7,7,6,2,1,1,4,2,5,1,3,1,2,1,7,4,4,2,4,7,7,1,1,1,1,1,1,1,4,7,1,7,4,6,6,1,1,1,7,4,4,4,1,Keep my family and friends safe from covid-19,Pay off my debt.,Become a martial arts instructor.,Reconnect with friends I've lost touch with.,Help people in need.,7,7,7,7,7,8 months,2 years,18 months,6 months,30 years,6,6,1,5,7,7,7,7,7,7,7,7,7,7,7,1,I graduated to the advanced level of Krav Maga(self defense) training.,A friend of mine got married.,We got a new puppy.,100,100,100,7,7,7,7,7,7,I voted,I argued with a friend about the competence of the current president.,I watched the presidential debate.,100,0,25,7,4,4,7,7,4
59235471e937bd0001ca0245,22,2,0,50,3,2,5,7,6,7,7,7,2,7,7,6,7,3,1,3,2,1,2,1,1,2,1,1,1,4,1,1,7,1,1,1,7,1,1,1,1,4,1,4,1,4,1,1,7,1,7,1,7,1,3,Be Happy,Find a good career,Be financially stable,Keep good control of my diabetes,Find a life partner,7,6,7,7,7,Since I was a kid,Since I was a kid,Since graduating high school,Since I was diagnosed at the age of 10,A couple of years,1,2,1,3,1,4,4,3,5,2,4,4,4,4,4,2,Wisdom teeth started bothering me,I'm getting closer to my weight goal,I caught up with some shows and books,0,100,100,7,7,3,7,5,7,I've been doing research on candidates,Preparing to vote,Paying more attention to current events,50,50,50,7,7,7,7,7,7
59c843b646f72100019067ce,49,2,1,0,7,3,6,5,6,5,5,6,2,6,6,2,2,1,2,3,3,1,2,1,2,1,7,4,1,4,2,4,5,6,7,7,4,4,7,7,2,4,5,6,3,6,5,4,2,7,6,1,6,6,1,go grocery shopping,make a dental appointment,call a relative,check my bank account,pay a bill,6,6,5,6,6,5 days,2 months,7 days,7 days,6 days,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,I had a lab work done.,I bought a new cell phone.,I read an autobiography.,50,92,100,7,6,2,7,7,7,I voted.,I watched political news shows.,I watched clips of the debates.,100,72,20,7,4,2,7,4,4
574eab79c18847000e071119,39,2,0,70,6,5,5,7,6,4,6,6,1,6,3,3,2,3,1,2,4,1,3,2,4,1,1,5,6,1,1,1,7,1,1,1,1,2,1,1,6,6,7,3,4,7,5,1,1,1,3,2,5,4,2,Pay off student loans,Buy a car,Get fibroid removed or shrunken,Lose weight,Have more sources of income,4,7,7,6,6,10 years,5 years,3 years,2 years,4 years,1,1,3,6,4,5,7,6,7,6,7,7,7,7,7,1,I tried the yoni pearls for the first time.,I started to drink more fruit smoothies on a regular basis.,I bought a hands free headset on ebay last week.,70,100,100,6,6,5,7,4,3,I watched the Presidential Debate,I watched the Vice Presidential Debate,I watched the reacted version of the Presidential debate on SNL,30,40,100,6,5,1,7,2,7
570b8aa8b9b52b00102d97f2,67,2,8,95,10,4,7,5,7,7,6,7,6,7,7,1,1,1,5,1,2,1,1,1,1,2,7,7,7,6,7,7,4,7,6,7,7,7,7,6,6,7,7,4,7,7,7,6,7,6,6,6,6,2,1,Waking up each morning,Being fair with my employees,Being loyal to my country,Keeping my friends,Being thankful for God,6,7,7,6,7,Lifetime,20 years,Lifetime,Lifetime,Lifetime,7,6,7,7,7,7,7,7,6,7,7,6,7,6,7,1,My pastor's wife died of the COVID-19 virus,I've had to call in multiple substitute in-home nursing caregivers,I've started working on a new quilt,0,0,100,6,7,6,7,7,7,I watched the first presidential debate,I watch the Democratic second debate/Townhall,I watched the Republican second debate/Townhall,90,10,100,7,5,7,6,2,6
5dc59aea37023940a0860dea,52,1,6,40,7,5,4,4,5,5,6,6,4,5,4,3,2,4,4,3,4,2,1,2,2,1,4,1,1,2,1,2,5,1,1,1,6,1,1,1,1,4,2,4,2,2,2,1,1,3,7,1,3,1,1,FinancialfFreedom ,Launching creative endeavor,Writing more,"Taking care of house, people, pets",Taking better care of myself,7,5,5,7,6,"Long time, but becoming more important recently",3-4 years,Recently,Whole life,Recently,3,5,6,7,5,6,5,5,7,7,4,4,5,6,6,1,Helped someone with a big move.,"Had a big, unique car problem that took a few months to fix. It was weird.","Spent a day taking a relative to a few doctor appointments. Sounds routine, but I don't usually do it for this person and it ended up being a whole day + dinner and was a good day.",75,65,90,6,4,7,7,6,7,Watched the first Presidential debate.,Went back and forth between Trump and Biden Town Halls.,Received application for mail-in vote.,10,60,80,5,5,7,7,6,4
5c8eb16ed169ac0001c27629,67,2,7,40,10,4,6,6,7,6,5,6,4,7,6,1,1,1,2,2,1,3,1,1,1,1,7,4,2,3,1,7,7,7,7,4,7,7,7,7,6,7,1,4,1,6,4,1,1,1,7,7,7,4,1,Survival,Paint interior of home,remodel kitchen,remodel bathroom,travel,7,5,6,5,7,Forever,6 months,1 year,1 year,10 months,7,6,4,4,4,7,7,7,7,7,7,7,7,7,7,2,My next door neighbor of 23 years passed away,Grocery shopping,Maintained household,0,50,50,7,4,4,7,1,1,Reguested mail-in ballot,Filled out ballot,Dropped ballot off at election office,100,100,100,7,7,7,7,7,7
5dd4189ef30aa640b4e9c094,55,1,9,,9,6,6,6,7,6,6,6,4,7,4,5,1,1,2,1,3,2,1,1,2,1,1,1,4,1,1,1,7,1,1,1,1,1,1,1,1,3,1,1,6,7,1,1,1,1,1,1,1,1,1,Go paddling more than one more time this year.,Get the bridge built at the big hole.,Make the perimeter trail bike and 4-wheeler passable.,Build small shelters connected by perimeter and other trails.,Build bike trails across and down the ridge.,6,7,7,7,6,A couple of weeks.,A few months.,Many years.,Years.,Years.,6,4,3,1,1,7,7,7,5,5,7,7,7,7,6,1,"Went camping, hiking and kayaking down east.",Slaughtered and butchered the roosters.,Recovered the greenhouse.,100,90,90,6,7,6,7,7,7,Trumps childish/dictator/bully-ish behavior at the first debate.,RGB's death,Trump's supreme court super spreader event.,9,0,9,2,7,2,7,7,7
5a791168f49c9a0001f31061,42,1,9,24,9,7,5,7,6,6,7,6,6,5,6,1,2,1,1,1,1,1,2,1,1,3,1,5,7,1,1,7,6,5,1,1,1,1,1,1,1,1,1,7,5,1,4,1,1,1,1,1,6,1,3,Exercise every single day by bicycling and/or walking.,Eating nutritionally dense foods.,Riding my bicycle across the USA on the Trans America Trail.,"Practice proper sleep hygiene for my spiritual, mental and physical health.",Stay away from negative and toxic people.,7,6,7,7,7,2 years,4 years,6 months,1 month,1 year,7,7,6,7,6,7,7,7,7,6,7,7,7,7,6,2,I went to Jeju Sauna. It is a Korean Traditional Bath House Spa.,I rode my bike to 44 miles roundtrip to eat two chicken sandwiches for a market research company.,I found $71 on the ground. ,100,100,100,7,6,6,7,7,7,I watched parts of the Trump and Biden debate.,I watched parts of the Pence and Harris debate.,I watched parts of Trump speaking about COVID-19 at a political rally.,39,60,60,6,6,1,2,1,5
55b645bbfdf99b1c02906873,53,1,0,22,3,2,6,7,6,5,5,6,1,6,3,3,1,5,1,2,5,1,2,1,4,1,1,1,2,1,1,1,6,1,1,1,1,1,1,1,6,6,1,6,6,1,4,1,1,2,6,2,6,1,1,regain health,new career,loving partner,establish foundations,respected in work,7,6,7,5,5,16 years,16 years,35 years,27 years,36 years,1,2,1,1,1,6,6,3,2,2,6,5,3,4,4,1,made an actor smile,renewed lease,replenished food supply,100,87,88,5,7,7,7,6,6,found voting by mail not possible,disgust for candidates,news of Trump getting covid,0,0,12,7,5,2,7,7,3
5dd37d08c6588f38120fb465,47,2,4,5,9,5,6,5,5,6,6,5,3,6,4,3,2,3,4,3,4,4,3,1,1,2,6,6,5,7,6,7,7,7,6,4,7,7,7,7,1,1,4,7,6,1,1,4,2,4,7,6,7,3,1,Publish book,Learn Spanish,Start traveling again,"Create charity, nonprofit or fund",,7,5,7,6,,All adult life,Most of adult life,Last year,Last 10 years,,1,3,5,3,,5,5,7,5,,7,7,7,6,,1,Death of pet,Wildfires near home,Started new volunteer work,0,0,100,6,5,4,7,7,7,Volunteered to text voters,Made donations,Read daily about election,100,100,20,5,5,4,7,7,7
5d506e6d4040a40016bb186a,74,1,5,11,6,4,5,6,6,6,5,5,3,6,6,3,1,4,1,1,5,2,1,1,1,1,3,2,1,2,1,5,6,1,1,1,2,1,1,1,4,2,1,4,1,3,1,1,1,1,5,3,5,5,1,peace of mind,vacation,stop spending on some people,better health,stable finances,7,,,6,,15 years,1 year,15 years,5 years,5 years,,,,,,,,,,,,,,,,3,fell off ladder,injured foot,visited state park,8,24,89,3,3,6,6,6,6,voted,watched debate,watched town hall,100,0,87,7,,,7,7,
5de1986c040f531f97eb6092,34,1,7,50,9,5,7,6,7,7,7,7,5,7,7,1,1,1,1,1,1,1,1,1,1,1,7,7,6,2,1,1,7,7,7,7,7,6,7,7,3,5,7,3,4,7,6,7,7,2,7,1,7,2,1,Buy a house in 2021,Get a new job in 2021,Get a girlfriend in 2021,Pass my computer certification test in December,Max out my Roth IRA,7,7,6,7,5,6+ months,1 year,1 year,6 months,3 months,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,1,Losing weight,Getting orthodontic treatment,Donating to charity,100,100,100,6,7,6,7,7,6,Voting at the booth,Watching the debates,Coronavirus response,90,60,40,7,2,6,5,1,7
55abb1a5fdf99b501fab62e3,77,1,10,10,10,4,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,1,1,7,7,7,7,7,7,7,7,4,5,7,6,4,,5,1,1,5,7,7,7,4,1,retire,avoid contracting COVID-19,maintaining independent living ,maintaining healthy lifestyle,continuing meditation practice,7,7,7,7,7,5 years,8 months,5 years,25 years,10 years,1,5,7,7,7,7,6,7,7,,7,6,7,7,7,1,volunteered at a food pantry,took a neighbor to the emergency room (not COVID-19 related),worked remotely from home,100,100,100,7,7,7,7,7,7,watched Presidential debate,helped neighbor request absentee ballot,determined location for early voting,90,100,100,6,7,7,7,7,7
5d1a7bb2339da6001a12b11a,66,2,7,10,7,5,6,7,6,5,5,6,7,6,4,2,2,1,4,4,1,1,1,1,3,1,6,4,5,2,5,5,5,7,7,4,7,7,7,7,3,2,6,6,5,4,5,2,4,4,5,4,4,5,1,Pay off credit card debt,Finish earning my Pilot's License,Grow my own greens,Find a better source of income,Repair my house,7,6,4,6,7,13 years,8 years,7 months,8 years,8 years,1,1,6,4,1,1,3,7,7,4,6,5,7,7,6,1,My potato harvest was a failure,I achieved a personal scoring goal in a skill game,I planted lettuce and other greens and they're already sprouting!,30,100,100,4,5,6,7,7,7,I watched the debates,I studied the ballot for my area,I verified that I'm still registered to vote,39,50,83,5,6,7,7,7,7
5c1f02a310677f0001da17b8,63,2,7,9,10,4,6,4,7,7,6,7,5,7,7,1,1,1,1,1,1,1,1,1,1,1,7,7,1,4,4,7,7,7,7,7,7,7,7,7,5,4,1,7,7,4,4,7,5,7,7,7,7,7,1,Relocate to a different state,Go back to college,Start a non-profit,,,7,6,7,,,1 year,1 year,2 years,,,7,4,7,,,7,7,7,,,7,7,7,,,1,Began volunteering,,,100,,,7,,,7,,,Get the message out to vote,,,100,,,7,,,7,,
5bddd64b48428800013061a6,39,1,3,38,8,5,5,6,7,6,4,5,4,6,5,2,2,1,5,2,5,2,1,1,3,1,4,5,1,5,1,3,4,6,6,7,4,6,6,7,4,4,5,4,4,5,5,3,5,4,1,4,1,5,1,reach my investment goal,travel the world,buy a home,marry my girlfriend one day,build and maintain muscle,7,7,5,6,6,3 years,5 years,1 year,1 year,1 year,1,1,1,1,6,7,7,6,5,7,7,7,6,6,7,1,i visited an old friend,i visited my girlfriend (long distance),i saw my grandmother on her birthday,100,100,95,6,7,5,6,7,5,a friend talked to me about the debates,i watched a youtube review of the debates,i read an argument between two people on twitter about the candidates,39,50,11,2,1,1,4,2,1
5c2b4b959f18a9000179a141,24,1,5,38,3,4,4,6,4,4,3,2,2,5,3,4,3,3,4,6,5,5,4,4,4,3,5,3,3,2,4,1,4,5,2,3,4,3,4,5,3,3,2,2,5,3,4,4,3,4,3,1,2,2,2,be successful,be happy,drop a music project,keep working,live life,7,7,6,6,7,lifetime,lifetime,lifetime,lifetime,lifetime,2,2,4,5,2,4,4,6,5,4,5,5,6,5,5,3,I made music,I watched tennis,I watched baseball,80,75,68,6,5,4,6,5,3,I did not watch the first debate,I will not watch the second debate,We are screwed either way,80,82,82,6,5,6,3,3,5
5d615f7632cfbd001b1b6dcb,71,1,9,80,9,4,5,4,6,6,6,6,3,7,7,1,1,3,1,1,1,3,1,1,1,1,7,6,6,1,1,6,3,1,1,1,1,1,1,1,5,5,6,4,7,7,6,6,6,7,3,5,1,1,1,save money each year,run a 10K,be kind to my neighbors,help K.,enjoy life,6,5,6,7,6,50 years,5 years,20 years,5 years,60 years,5,2,6,7,6,7,7,7,7,7,7,7,7,7,7,3,Covid restrictions lifted where I live,Swimming more,Stock market way up,100,100,100,7,6,6,7,6,5,Biden came out of basement,Biden family grifters,Trump got and got over Covid quickly,8,0,100,2,7,7,2,7,7
5e1f8fbfb202032c463f3e06,59,2,9,100,8,1,7,7,7,7,6,6,4,7,6,1,1,1,4,1,1,1,1,1,1,1,7,4,7,7,,7,1,7,6,7,7,5,6,7,5,7,7,2,6,7,7,7,7,5,1,6,3,5,1,organize my closet,finish the book I'm writing,buy a new laptop,buy a new tablet,go to Europe,4,7,6,6,6,1 year,9 months,6 months,1 month,20 years,5,5,6,7,1,7,7,7,7,4,7,7,7,7,4,1,started new work project,went out to dinner,went to park,100,100,100,5,3,2,7,5,4,texted with family about election,read news about election,prayed that Trump would win,100,30,100,4,4,7,7,7,7
5d36600685d1d50001affacb,51,1,0,,4,3,5,7,7,4,7,7,6,6,3,5,1,3,4,4,4,1,7,3,4,3,1,1,1,1,1,1,1,6,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,Pay off debt,Find a new job,Get a gf,Run more games,Organize house,7,7,7,6,5,several years,six months,4.5 years,a few weeks,six months,1,6,3,5,4,4,7,7,7,7,5,7,7,7,7,1,Went to visit my parents' graves,Paid Keera do to some artwork,Got a new TV,82,100,100,4,5,5,7,7,7,read articles on debate,rolled eyes,did not thing else,0,0,0,1,1,1,7,6,1
5dcec32a367c6d000a4282c2,67,1,3,,1,3,6,6,6,7,5,5,3,6,5,2,2,1,2,3,5,2,4,1,1,1,1,1,1,1,1,1,7,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,Prepare for the journey,Provide for my family,Not get wiped out by the economy,Get through the day,Learn about the neuroscience of psychedelics,6,6,4,5,4,4 years,35 years,40 years,5 years,45 years,2,3,4,7,5,6,5,5,4,6,2,3,4,3,6,1,Watched tennis tournament,Traded stock in Chinese electric car,Got through the day,81,89,50,4,5,6,4,5,1,Got into argument with democrat,got into argument with republican,Got into argument with christian,10,20,0,2,2,6,3,2,7
5dceca2541afe801a32e27ac,76,2,8,25,8,4,5,4,6,7,7,6,4,6,5,2,1,2,5,2,2,2,1,1,3,2,3,6,5,3,1,2,7,6,4,1,4,4,2,7,1,2,6,2,4,4,1,2,1,3,5,5,5,1,1,To Survive Covid-19,To Move Into a senior resident apartment,To be alive when my son is released from incarceration,To interact more with the younger member of my family,To show My gratitude for my friends and family every day.,7,6,7,7,7,Since March 2020,Since April 2020,Since 1990,Since 2006 ,Since March 2020,5,6,4,7,7,4,7,5,7,7,3,7,6,7,7,2,Childhood friend died from the virus.,Have not seen close friends or family since March.,Four residents in my building have tested positive for the virus.,0,10,0,5,6,7,7,7,7,I forgot to renew my driver's license.,I made a new friend in my apartment building.,I ventured out to the grocery story instead of having everything delivered.,20,85,100,5,6,7,7,7,7
5996dbbc05a0e30001f1fd4a,41,1,6,63,5,6,6,6,6,5,6,6,6,6,7,5,1,2,5,1,1,1,1,2,1,4,7,5,5,5,6,5,7,4,7,6,5,2,5,7,5,5,2,6,4,5,5,6,6,2,7,3,7,2,5,to garden,to excersice,to learn a new language,,,6,6,6,,,2 years,1 years,2 years,,,5,6,5,,,6,5,6,,,6,6,5,,,7,lost retirement,less working hours,,18,7,,6,6,,7,6,,voted,,,91,,,7,,,5,,
5d16badb7b0154001a282fdb,65,2,7,20,10,4,5,7,7,6,7,7,5,7,5,2,1,1,2,6,1,1,2,1,2,1,7,6,3,2,3,4,7,1,1,1,1,1,1,1,6,4,6,5,2,7,6,1,1,7,7,3,7,4,1,Retirement,Keeping a healthy lifestyle,Traveling,,,7,7,5,,,20 years,35 years,40 years,,,1,6,1,,,7,7,7,,,7,7,7,,,4,COVID-19 Pandemic,Unable to visit with friends and family,Making improvements to my home,0,0,25,7,7,7,7,7,7,Trump contracted the virus,I voted,I'm very upset with the false information and misconceptions about the virus the President is telling.,50,100,0,4,7,7,7,7,7
5c365b5e8821900001b3876c,60,2,0,10,9,4,7,7,7,7,7,7,7,7,6,1,1,1,4,1,1,1,1,1,1,1,7,4,1,6,1,1,5,1,1,1,5,1,2,1,4,4,1,6,1,3,4,1,5,2,7,4,7,7,1,helping my sister,talking to my kids,helping my husband,helping my friend,saving the environment,7,7,7,7,7,10 years,10 years,15 years,10 years,all my life,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,my aunt was hospitalized with cancer,my aunt had surgery and then was taken to hospice,My aunt died day before yesterday,0,0,0,7,7,7,7,7,7,Trump got Covid,Coney Barrett was nominated for the Supreme Court,Trump refuses to wear a mask,0,0,0,7,7,7,7,7,7
