prolificid,events_concat_pre,events_concat_post1,events_concat_post2,events_concat_post3,post1_pre,post2_pre,post3_pre,post2_post1,post3_post1,post3_post2
5c19a630257db80001a2b3a8,was in an auto accident looking for a new car slept in late,Went out for dinner with a couple of friends. Partied on the street after it was projected that Biden/Harris had won Completed a painting I'm very proud of.,Exercising more often Eating healthier Mindful of my health,went to work went shopping visited parents,0.10889649391174316,-0.018210383132100105,0.24812456965446472,0.010677576065063477,0.2523753046989441,0.07100038975477219
5df97cf6deea2b70989b6528,Got a haircut. Had lunch at an outdoor restaurant. Organized my closet. ,fishing walking shopping,moms birthday friends recital neighbor bbq,Zoom Call with family,0.22049938142299652,0.19295018911361694,0.09715986251831055,0.23258164525032043,0.17789173126220703,0.2035042643547058
586372cae16d530001b345b8,"Fell five days ago hurting the right hand side of my groin, hip, and had pain into my knee.  Am now even having to use a walker which is quite stressful.  I and my significant other became involved with an animal welfare organization here as fosters for ferral cats during a Trap and Release program for spay/neuter and medical that our city, and the Animal Welfare Society have started.  We have a young neighbor whom we have discovered is very questionable that lives in the next building of our apartment complex. ",voted in the election donated to charity helped out family member,landscaped my yard painted my fence went surfing,Son moved out. Storms Bought a new lap top.,0.1503603756427765,0.2655401825904846,0.12078723311424255,0.013086553663015366,0.20454779267311096,0.16409853100776672
5c3d4b92486a390001e87dfe,lingering illness in family obtaining loads of new work change in vacation plan,diagnosed with diabetes voted shopping,none none celebrated my birthday,Stayed home during free time,0.11725036054849625,-0.02434598281979561,0.25266000628471375,0.07720140367746353,0.09800688922405243,0.15545642375946045
5df97abeabec5d6fcbbc764d,I had surgery four days ago (hence I'm a bit grumpy). Have gotten help from daughter due to surgery Learned that favorite harmonica player has to have surgery in about a week,Helping my son train for his black belt test We got a new puppy We built a privacy fence around our back yard,Made Thanksgiving food to hand out Crocheted Christmas gifts Handed out some Christmas gifts,Broke a tooth. Dog was real sick. Cleaned home.,0.039958856999874115,0.1248835027217865,0.3740403354167938,0.15043491125106812,0.32874587178230286,0.2449869066476822
5dd0098e01fadf0fa6c3a15f,My friends father passed away from covid I injured my wrist and ankle My friend had a health scare,Went out to dinner Played darts Went to trivia night,Had dinner with the son at his new house-sit. Went kayaking. Went with partner and dog to town to run errands.,x,0.15399381518363953,0.17696338891983032,0.06280926614999771,0.4617044925689697,0.1323997974395752,0.08690131455659866
5b6f49b7d60bdd0001ade437,Son playing lacrosse Kids start school again Going to trailer in country,Got my house remodeled Son-in-law is finally expecting his Permanent Resident card in the mail,new project meeting trip,x,0.11601044237613678,0.07715287059545517,-0.02518291398882866,0.05607876926660538,-0.02103457972407341,0.059851326048374176
5a94d24fb5e2110001c689b5,caring for my mom praying reading Bible,Baby sat for my grandbaby. Watching Netflix. Going Grocery shopping.,Hung out with friends Went grocery shopping Participated in a virtual card tournament,x,0.22568926215171814,0.00999510195106268,-0.00010482966899871826,0.22062453627586365,0.08661428093910217,0.07820794731378555
579e1e2b275be6000135af15,neighbors were evicted son returned to school went to a funeral,Voted Got new tires for my car Talked to my brother for almost two hours,Had lunch with my grandma for her birthday Played movie trivia with my partner Threw darts with partner and friends,Watched Movies Made Money Made big decisions,0.20298776030540466,0.11286556720733643,0.005687208846211433,0.2400694489479065,0.121568962931633,0.24201180040836334
5bf08e67d63d690001360a79,So sick with UTI that I can't take a flu shot yet. Getting my mother an early birthday present. Taking care of grandsons.,gave out halloween candy,laser surgery get new glasses make deer jerky for the first time,x,0.22498397529125214,0.05209828168153763,0.07601442188024521,0.16218480467796326,0.11202256381511688,0.08047734200954437
5dcc948ed9873592337ae827,Had home for sale and could not sell so just took it off market adult daughter just lost job refinished portions of kitchen,Volunteered Began working on the formation of a non-profit,School Work Roomate parties (only with roommates; COVID),x,0.09683197736740112,0.06060052663087845,0.0718785896897316,0.1220066025853157,0.0316210575401783,0.07335227727890015
5d02b1ce6c69cf00162f5f1a,  ,x,x,Christmas celebrations Hiking New Year celebrations,0.5388567447662354,0.5388567447662354,0.07037870585918427,0.9999997615814209,0.07304499298334122,0.07304499298334122
5d92832f82e59d001a0e7f1b,working back to the gym got a raise,Bought a cheap microphone Studied voice over business Sold the last of my spare roosters,I have turned in important paperwork for a long term project by deadline I have earned bonus money for extra effort on a completed project I have seen my dentist  finally,had a birthday lost 20 lbs watched a new year come in,0.24060826003551483,0.18388710916042328,0.3048821985721588,0.20740503072738647,0.14890024065971375,0.1097797304391861
5dc37cc0380a67285572a9b3,Couldn’t afford rent Car accident Surgery,Voted in the 2020 elections. Went to my sister's baby shower. Celebrated my brothers birthday via a zoom virtual party.,x,ate at a restaurant bought groceries got gas,0.11855978518724442,0.0750308707356453,0.22967275977134705,0.14635613560676575,0.14867055416107178,0.13096964359283447
5dbdf54d13d4c7320ab224f7,  ,I have participated in voting in the presidential election.  I have attended my nieces birthday party. I have attended a virtual job fair.,had a flat tire on my way to get new tires got groceries learned to use a blood glucose tester,Watch election coverage. Watched on news about the riot at the capital. Argued with sister over conspiracy theories,0.17014563083648682,0.09997102618217468,0.14151829481124878,0.08494871854782104,0.3548330068588257,0.02988702803850174
5c817d90fae0130015ce9bda,My son was told he needs surgery on his hand My husband possibly got a better position at his job My father fell and has needed more assistance ,Voted for Trump on 10/15/2020 Enjoyed watching the election coverage until the Biden crew started the stealing of the election. Started praying even more.,x,Have eaten  sleep every night  read some books,0.04858316108584404,0.04198034107685089,-0.000861629843711853,0.05453410744667053,0.07244446873664856,0.0693328008055687
5d100514de34c40016972f5b,Board networking event Movie night Sister's birthday,I went to socially distanced thanksgiving with my dad and met his new wife while he met my new partner I planned and replanned halloween and ended up celebrating very quietly I completed another chunk of my Data Analyst course.,Riding my bicycle. Talking to friends. Talking to family.,x,0.18663984537124634,0.0969730019569397,0.16070175170898438,0.44426625967025757,0.06743539869785309,0.13516975939273834
5ddcd77f23f9f1c2c45d6c18,  ,my husband and I ate out at a restaurant we visited my aunt did some gardening,went to for a walk discussed election results with family and friends went to church,Donating to a cancer foundation,0.12451943755149841,0.16470462083816528,0.0413658581674099,0.3978687822818756,0.05120627209544182,0.14846603572368622
5bc5552a23ecbb00012d6cb5,husband's medical procedures applied for medicare took out loan,Interviewed three new home nursing caregivers Hired two new home nursing caregivers Continued looking for three new home nursing caregivers,x,Finished my first university semester online Celebrated the Christmas holidays with family and friends Began a relationship with my now-boyfriend,0.19821473956108093,0.005568686872720718,0.12876099348068237,0.036934010684490204,0.04921775311231613,0.11237755417823792
566a19b57da035000fb39b89,New gym equipment New computer monitor New food recipe,x,x,x,0.059088077396154404,0.059088125824928284,0.05908811092376709,0.9999999403953552,0.9999998807907104,0.9999998211860657
5e01451c6e8aabd0d17df3a9,none none none,college,got up ate went to bed,started new project at work daughter moved out son started new job,0.18738101422786713,0.20141494274139404,-0.0571422204375267,0.16515162587165833,0.10685092210769653,0.10270516574382782
5de33dabc22a30362e4450a5,"The virus, can't really go anywhere. Went to my son's to babysit my grandson. I went grocery shopping with my mom on Thursday.",voting celebrating family birthday grocery shopping,x,Covid-19 scare Lonely Christmas Lonely New Year's,0.20210668444633484,0.04303475841879845,0.36047011613845825,0.08422869443893433,0.277374267578125,0.17017897963523865
5dc9f3a0e2633171257d503e,church meeting shopping walking,my husband passed away I saw my grandson I sold a car,Workout Gambling Doctors appointment,Attained a raise. Had a virtual family-together. Held large meeting at work.,0.03933177888393402,0.18994618952274323,0.1748054325580597,-0.024890176951885223,0.2752724289894104,0.1675785779953003
56849d528f456f000c45e1dd,I was able to earn a good amount of money I successfully saved money for emergencies I met great new people,Gardening Hiking Cleaning,x,New Year with family watched tv Christmas,-0.007452190853655338,0.07463075965642929,0.07645899802446365,-0.03189901262521744,-0.023765239864587784,0.13765479624271393
57ce74a271536c00015f12ed,  ,Took my Dad to have surgery  Went to a restaurant  Spent the night at my father’s house,isolated socially read books walked a lot,Going to my orthodontist Cooking a new recipe Stretching more,0.08592750877141953,0.03320407122373581,0.06374875456094742,0.1249127984046936,0.1626359075307846,-0.04077449440956116
5d9b8094193fe5031a42e0b4,got up in the morning ate went to bed at night,I voted I ate lunch in the park I walked in the park,Food tasting Work Decorating,celebrated christmas celebrated new years ran monday movie night for work,0.39631325006484985,0.04873117804527283,0.17642620205879211,0.17781677842140198,0.06610401719808578,0.13538335263729095
5d88dcb723dfcc00151fd043,Visited family Spent time with friends Yardwork,Got an exercise bike reduce social media usage delete facebook,Attended craft show with partner. Sold large appliance. Got raise at part-time job.,Holidays sick with bad cold friend passed away,0.20484353601932526,0.32283955812454224,0.2931370139122009,0.081666000187397,0.08023558557033539,0.05958438292145729
5ca2d3dd010c73001606b7d8,Met with principal of my child's school Met with my child's teacher Held outdoor church service in our yard,theater performances grant writing project presentation,walk shopping,Christmas activities Went to see specialist with my husband bought new freezer,0.08289528638124466,0.14467623829841614,0.3033163845539093,-0.02933490090072155,0.10822644829750061,0.3220773935317993
5d5b74c1fe8768000131db67,Went for a walk Hiked Franconia Ridge Made ravioli,Hosted church in our yard Went to niece's birthday party Met with administrator's at son's school,Supplies for my sound booth arrived Began putting sound booth together My little rooster Worf died,I bought a watch. I worked from home. I went on vacation (at home.),0.10886378586292267,0.0965297743678093,0.13429830968379974,0.2167672961950302,0.11335717141628265,0.2039000391960144
598ba20f716a2c000187ce01,Fixed the hood of my truck. Bought clothes for my child. Took more time to look at open jobs.,volunteer at homeless exercise participate more in my community,x,x,0.13731329143047333,0.09641790390014648,0.09641789644956589,0.08965566754341125,0.08965566754341125,0.9999998211860657
5c101f812a1a620001f04007,Vacation to Texas My birthday party Quit smoking,gone camping gone hunting took my mother to the doctor,went to grocery store worked from home shopped online,made it to the end of this long underpaid survey went back to work helped kdis with distance learning,0.2593003809452057,0.11832179129123688,0.04566146805882454,0.1219911128282547,-0.014037266373634338,0.28360602259635925
5bebd4111296920001d55c5a,went to a concert of live music went to dinner with my boyfriend and friends played trivia,My husband was laid off from his job I found some new people to talk to on Discord Visited my mom and brother,slept walked  drove,"life has been quiet, im on lock down and all i do is crochet i got asked to mentor some kids online i made hat orders",0.33781421184539795,0.28098246455192566,0.13141602277755737,0.21810564398765564,0.31088143587112427,0.16202953457832336
599de70d8a6cc5000128f980,birth of a child's friend change in job description at work got a new roof on my house,walked my dog went grocery shopping researched purchasing fish,I had to have a repeat mammogram. My child was exposed to covid. We had to cancel out thanksgiving plans.,I went on a date with a woman. I celebrated Christmas with my family. I visited Mexico.,0.11051393300294876,0.17764031887054443,0.06141740828752518,0.13759827613830566,0.2214910387992859,0.19546256959438324
5bfadc1846911f0001d7d1eb,bought tickets for a concert that happens a year from now made plans to go back to school next year planned a friend's birthday party,child's birthday friends baby shower mom's birthday,Cooked a delicious meal Saw my mother and brother Started reading a new book,took my sister some meals when she had covid kids started back to school had church in our driveway,0.39230096340179443,0.2269476354122162,0.2426190972328186,0.21092352271080017,0.2068520188331604,0.4957595467567444
5e217a34e8ff3a469b5dfebc,Was furloughed Car broke down Began a new medication,I've taken care of a friend's goats several times. I cleaned the gutters. I got my leaking tire fixed on my car.,x,got sick paid off a bill spent Christmas alone,0.1641927808523178,0.03487888723611832,0.2652741074562073,0.06967269629240036,0.2527758479118347,0.0956604853272438
5d50e977b0386d00013e105c,I gained 5 pounds. I started to eat more healthy. I have started looking for other jobs.,I have gotten more job/work opportunities I have learned some new helpful job skills for my career I made connections with very respectful people,I have spent time training my dog. I saw my family and had dinner. I had a company wide conference call to go over our goals for the next month.,new projects learned skill learned history,0.30827388167381287,0.28379517793655396,0.08614470064640045,0.32321327924728394,0.32064563035964966,0.19082842767238617
5ca17355f1e809001169e3c8,too much work sleepless nights become tired soon,It appears that Biden has won the election. It appears that the Senate will be a 50-50 tie or possibly a 51-49 or 52-48 majority for either party. I got COVID.,x,x,-0.00856226310133934,0.056078024208545685,0.056078024208545685,0.04454266279935837,0.04454266279935837,1.0
